sgRNA	gene	CRISPR_C6976459.sample	ERS717283.plasmid
MIA3_CCDS41470.1_ex3_1:222802288-222802311:-_5-3	MIA3	226	381
CEP89_CCDS32987.1_ex9_19:33417850-33417873:+_5-1	CEP89	393	351
ACP6_CCDS928.1_ex8_1:147131853-147131876:+_5-2	ACP6	176	366
TMEM30B_CCDS32093.1_ex0_14:61747681-61747704:-_5-5	TMEM30B	1420	506
ZFYVE27_CCDS31262.1_ex4_10:99509296-99509319:-_5-1	ZFYVE27	123	104
RPP25L_CCDS6559.1_ex0_9:34611197-34611220:+_5-5	RPP25L	483	500
PLXNB1_CCDS2765.1_ex26_3:48460697-48460720:+_5-1	PLXNB1	1207	581
GPR124_CCDS6097.2_ex0_8:37655025-37655048:-_5-1	GPR124	499	139
PBX1_CCDS1246.1_ex0_1:164529228-164529251:+_5-1	PBX1	385	310
FEM1C_CCDS4118.1_ex1_5:114878743-114878766:-_5-1	FEM1C	207	216
GPR139_CCDS32398.1_ex0_16:20043667-20043690:+_5-3	GPR139	428	578
YIPF2_CCDS12251.1_ex5_19:11038339-11038362:+_5-5	YIPF2	148	391
DHX57_CCDS1800.1_ex20_2:39089411-39089434:-_5-5	DHX57	491	301
SIGLEC8_CCDS33086.1_ex6_19:51961331-51961354:+_5-5	SIGLEC8	102	394
UBE2C_CCDS13370.1_ex3_20:44444190-44444213:-_10-6	UBE2C	0	169
NRXN1_CCDS46282.1_ex22_2:51254847-51254870:-_10-7	NRXN1	575	515
KRT25_CCDS11373.1_ex7_17:38911304-38911327:-_5-3	KRT25	397	557
COL12A1_CCDS43481.1_ex46_6:75861671-75861694:-_5-3	COL12A1	11	188
WDPCP_CCDS42688.1_ex14_2:63713707-63713730:-_5-5	WDPCP	830	471
VPS41_CCDS5457.1_ex19_7:38829399-38829422:-_5-1	VPS41	55	87
MAD2L2_CCDS134.1_ex5_1:11737640-11737663:+_5-3	MAD2L2	103	419
CCDC71L_CCDS55151.1_ex0_7:106301144-106301167:+_5-3	CCDC71L	427	273
ZNF605_CCDS31938.1_ex0_12:133502897-133502920:-_5-1	ZNF605	263	297
HYAL1_CCDS2816.1_ex2_3:50339486-50339509:-_15-5	HYAL1	504	800
ATXN1L_CCDS45523.1_ex0_16:71884467-71884490:+_5-5	ATXN1L	60	134
MYCL_CCDS30682.1_ex1_1:40366859-40366882:-_5-3	MYCL	896	658
CSF2RB_CCDS13936.1_ex1_22:37319388-37319411:-_5-2	CSF2RB	752	853
YY1_CCDS9957.1_ex0_14:100706130-100706153:+_5-5	YY1	751	615
TYSND1_CCDS31213.1_ex3_10:71905849-71905872:-_5-3	TYSND1	659	499
NRXN1_CCDS46282.1_ex22_2:51254665-51254688:-_10-6	NRXN1	900	579
PTGER4_CCDS3930.1_ex0_5:40681542-40681565:+_5-3	PTGER4	911	602
AMN_CCDS9977.1_ex5_14:103395453-103395476:+_5-5	AMN	2188	817
ZNF683_CCDS279.2_ex2_1:26691277-26691300:+_5-1	ZNF683	304	606
PPP1R18_CCDS43444.1_ex2_6:30653026-30653049:-_5-3	PPP1R18	126	160
CLUH_CCDS45572.1_ex16_17:2601680-2601703:+_5-4	CLUH	692	837
SNX31_CCDS6288.1_ex12_8:101661503-101661526:+_5-5	SNX31	1643	462
C3orf58_CCDS3130.1_ex1_3:143704563-143704586:+_5-3	C3orf58	377	602
CSF2_CCDS4150.1_ex2_5:131410584-131410607:-_5-4	CSF2	658	409
LSAMP_CCDS2982.1_ex5_3:115805348-115805371:+_5-4	LSAMP	702	263
PRODH_CCDS13754.1_ex7_22:18909866-18909889:+_5-1	PRODH	553	756
NXPH2_CCDS46421.1_ex0_2:139428986-139429009:-_5-1	NXPH2	175	181
BCLAF1_CCDS47485.1_ex9_6:136599794-136599817:-_5-5	BCLAF1	195	324
MLF1_CCDS3182.1_ex3_3:158315871-158315894:+_9-3	MLF1	179	92
HIST1H4G_CCDS4599.1_ex0_6:26247019-26247042:+_5-1	HIST1H4G	1108	715
CD52_CCDS30647.1_ex1_1:26646692-26646715:-_1-1	CD52	449	732
POR_CCDS5579.1_ex0_7:75583402-75583425:+_5-1	POR	1220	764
ZNF318_CCDS4895.2_ex9_6:43336948-43336971:+_5-5	ZNF318	0	3
ADAMTS8_CCDS41732.1_ex7_11:130289049-130289072:-_5-2	ADAMTS8	488	330
TM4SF19_CCDS3316.1_ex1_3:196051244-196051267:+_5-1	TM4SF19	299	140
TMEM52B_CCDS66314.1_ex2_12:10337924-10337947:+_6-1	TMEM52B	786	361
CREG1_CCDS1262.1_ex3_1:167522697-167522720:-_5-2	CREG1	1101	590
THTPA_CCDS32053.1_ex0_14:24026175-24026198:+_8-6	THTPA	116	298
SLC16A3_CCDS11804.1_ex2_17:80195065-80195088:+_5-3	SLC16A3	1742	567
LMAN1L_CCDS10270.1_ex4_15:75111087-75111110:+_5-5	LMAN1L	270	315
LONRF3_CCDS14575.1_ex1_X:118112395-118112418:+_5-5	LONRF3	1342	742
UBD_CCDS4662.1_ex0_6:29523866-29523889:+_5-2	UBD	353	168
SPIRE1_CCDS32790.2_ex10_18:12506469-12506492:+_5-2	SPIRE1	1467	731
OXSR1_CCDS2675.1_ex3_3:38240291-38240314:+_5-2	OXSR1	422	151
GAREM_CCDS11905.1_ex3_18:29890178-29890201:-_5-5	GAREM	1112	481
OTOP1_CCDS3372.1_ex4_4:4214692-4214715:-_5-4	OTOP1	1209	553
NPTX1_CCDS32762.1_ex3_17:78449309-78449332:-_5-2	NPTX1	238	134
DDX46_CCDS34240.1_ex9_5:134120098-134120121:-_5-4	DDX46	5	221
ITM2C_CCDS2479.1_ex0_2:231729851-231729874:-_5-2	ITM2C	1369	714
CALHM3_CCDS44476.1_ex2_10:105238629-105238652:-_5-5	CALHM3	716	632
MINA_CCDS2929.1_ex8_3:97686114-97686137:-_5-5	MINA	215	411
FUT5_CCDS12154.1_ex0_19:5867553-5867576:-_5-4	FUT5	583	378
GZMA_CCDS3965.1_ex2_5:54403645-54403668:+_5-3	GZMA	12	211
ESRP2_CCDS10863.1_ex7_16:68266268-68266291:-_5-1	ESRP2	220	490
CLEC7A_CCDS41753.1_ex4_12:10280427-10280450:+_11-10	CLEC7A	991	522
EDA_CCDS14394.1_ex0_X:68836328-68836351:+_5-3	EDA	2459	586
GOLM1_CCDS35054.1_ex7_9:88692493-88692516:-_5-4	GOLM1	405	325
CSHL1_CCDS11652.1_ex1_17:61987563-61987586:+_6-2	CSHL1	1613	594
SMG6_CCDS11016.1_ex9_17:2139801-2139824:+_5-4	SMG6	47	26
ATXN7_CCDS43102.1_ex6_3:63973735-63973758:+_5-4	ATXN7	1304	1081
IL1F10_CCDS2112.1_ex1_2:113831969-113831992:+_5-1	IL1F10	499	638
APPBP2_CCDS32699.1_ex9_17:58556551-58556574:+_5-2	APPBP2	39	108
TMEM51_CCDS154.1_ex0_1:15541700-15541723:+_5-2	TMEM51	812	369
TNKS_CCDS5974.1_ex0_8:9413689-9413712:-_5-3	TNKS	1499	754
CAPS2_CCDS66424.1_ex10_12:75710168-75710191:-_5-3	CAPS2	195	389
CLPS_CCDS4811.1_ex1_6:35763502-35763525:-_5-1	CLPS	527	539
MEF2B_CCDS46024.1_ex6_19:19260097-19260120:+_5-2	MEF2B	966	832
MBP_CCDS12011.1_ex3_18:74701916-74701939:+_13-2	MBP	757	332
AP1B1_CCDS13855.1_ex18_22:29754773-29754796:-_5-3	AP1B1	599	336
ACTC1_CCDS10041.1_ex4_15:35085662-35085685:+_5-2	ACTC1	436	370
KRTDAP_CCDS12462.1_ex3_19:35979572-35979595:+_7-4	KRTDAP	496	363
FAM45A_CCDS7609.1_ex3_10:120877114-120877137:+_5-3	FAM45A	189	136
LRIF1_CCDS30800.1_ex2_1:111495389-111495412:-_10-10	LRIF1	413	578
COL28A1_CCDS43553.1_ex32_7:7571077-7571100:+_5-4	COL28A1	141	118
FBXO34_CCDS32086.1_ex0_14:55817482-55817505:-_5-3	FBXO34	97	106
PHGDH_CCDS904.1_ex3_1:120269480-120269503:-_5-3	PHGDH	989	626
MARVELD3_CCDS10904.1_ex1_16:71663273-71663296:-_5-5	MARVELD3	57	394
MVB12B_CCDS35142.1_ex1_9:129102845-129102868:+_5-2	MVB12B	481	426
NCAM2_CCDS42910.1_ex5_21:22696810-22696833:-_5-2	NCAM2	178	219
SLCO5A1_CCDS55242.1_ex6_8:70673990-70674013:+_5-1	SLCO5A1	323	439
ZNF7_CCDS64998.1_ex3_8:146071378-146071401:+_10-10	ZNF7	303	307
DEGS2_CCDS9956.1_ex1_14:100615820-100615843:+_5-3	DEGS2	1106	477
SNW1_CCDS9867.1_ex7_14:78202278-78202301:-_5-2	SNW1	55	465
ZDHHC14_CCDS47510.1_ex1_6:157963742-157963765:+_5-2	ZDHHC14	788	702
PSMA2_CCDS5467.1_ex5_7:42966123-42966146:+_5-2	PSMA2	0	16
GSTK1_CCDS47730.1_ex1_7:142961242-142961265:+_5-3	GSTK1	1	296
SALL3_CCDS12013.1_ex1_18:76753703-76753726:-_5-3	SALL3	1640	682
ZNF568_CCDS42558.1_ex4_19:37440582-37440605:+_10-3	ZNF568	475	252
C14orf79_CCDS42000.1_ex0_14:105453152-105453175:-_5-4	C14orf79	830	502
ABCG5_CCDS1814.1_ex5_2:44051553-44051576:-_5-1	ABCG5	525	261
GRAMD2_CCDS32283.1_ex7_15:72460100-72460123:+_5-5	GRAMD2	75	355
IDH3B_CCDS13031.1_ex6_20:2641459-2641482:+_5-2	IDH3B	518	548
MPI_CCDS10272.1_ex3_15:75185131-75185154:-_5-4	MPI	25	43
XIRP2_CCDS42768.1_ex3_2:168074690-168074713:+_5-1	XIRP2	1282	800
INS-IGF2_CCDS41598.1_ex1_11:2170463-2170486:-_4-3	INS-IGF2	231	453
ZNF518B_CCDS33960.1_ex0_4:10446853-10446876:-_5-2	ZNF518B	904	698
MSR1_CCDS5995.1_ex6_8:16026362-16026385:-_5-3	MSR1	239	288
N4BP1_CCDS45479.1_ex5_16:48595769-48595792:+_5-2	N4BP1	353	264
PBX1_CCDS1246.1_ex2_1:164761794-164761817:+_5-4	PBX1	1168	402
LIM2_CCDS12831.1_ex2_19:51885767-51885790:+_5-2	LIM2	577	378
FAM167A_CCDS5981.1_ex1_8:11301597-11301620:-_5-1	FAM167A	951	664
ENTPD6_CCDS13170.1_ex6_20:25197360-25197383:-_5-5	ENTPD6	1070	1082
ZNRF4_CCDS42475.1_ex0_19:5455941-5455964:-_5-3	ZNRF4	581	947
ZSWIM3_CCDS13381.1_ex1_20:44505638-44505661:-_5-3	ZSWIM3	594	175
PSMA4_CCDS10303.1_ex5_15:78838037-78838060:+_5-3	PSMA4	1	202
ATP1B4_CCDS14598.1_ex3_X:119504974-119504997:-_5-4	ATP1B4	702	292
ANKRD10_CCDS66580.1_ex4_13:111567095-111567118:+_5-5	ANKRD10	299	355
TTLL6_CCDS11537.2_ex4_17:46865198-46865221:+_5-2	TTLL6	75	144
DYNLRB2_CCDS10929.1_ex2_16:80583385-80583408:-_5-1	DYNLRB2	799	559
BCAR3_CCDS58010.1_ex7_1:94054918-94054941:+_5-4	BCAR3	273	247
MAPKAPK3_CCDS2832.1_ex4_3:50681835-50681858:-_5-4	MAPKAPK3	244	336
PSMD13_CCDS44504.1_ex4_11:247315-247338:-_5-4	PSMD13	382	371
SAA4_CCDS7832.1_ex1_11:18254036-18254059:+_5-4	SAA4	17	21
FAM91A1_CCDS6346.2_ex9_8:124797331-124797354:+_5-3	FAM91A1	77	271
ETNK2_CCDS1442.2_ex7_1:204120812-204120835:+_5-5	ETNK2	896	431
OBSCN_CCDS1570.2_ex20_1:228464152-228464175:+_5-4	OBSCN	1298	587
ANKRD55_CCDS34161.1_ex4_5:55422869-55422892:+_5-3	ANKRD55	74	48
NPS_CCDS41577.1_ex2_10:129350810-129350833:-_5-5	NPS	21	106
MAST3_CCDS46014.1_ex15_19:18245759-18245782:-_5-5	MAST3	706	603
USP13_CCDS3235.1_ex7_3:179439290-179439313:+_5-3	USP13	79	187
CABP2_CCDS8170.1_ex4_11:67289421-67289444:-_5-3	CABP2	518	462
MIOS_CCDS43554.1_ex0_7:7612935-7612958:-_5-3	MIOS	194	321
FBXO6_CCDS133.1_ex1_1:11731432-11731455:+_5-3	FBXO6	566	270
TOX_CCDS34897.1_ex6_8:59851892-59851915:-_5-2	TOX	1146	1032
CBX7_CCDS13986.1_ex2_22:39534652-39534675:-_5-3	CBX7	99	170
SLCO1C1_CCDS53757.1_ex6_12:20874779-20874802:-_5-4	SLCO1C1	566	410
DBNDD2_CCDS42880.1_ex1_20:44037567-44037590:-_7-7	DBNDD2	543	362
ZBTB18_CCDS1622.1_ex1_1:244217635-244217658:-_5-4	ZBTB18	930	783
NAP1L5_CCDS3632.1_ex0_4:89618784-89618807:-_5-5	NAP1L5	614	679
MRAP_CCDS13613.1_ex2_21:33684022-33684045:-_8-6	MRAP	617	434
LCN8_CCDS35183.1_ex3_9:139649896-139649919:+_5-1	LCN8	640	676
CDK8_CCDS9317.1_ex2_13:26923231-26923254:+_5-1	CDK8	17	41
FCRL6_CCDS30912.1_ex4_1:159779289-159779312:-_5-5	FCRL6	258	314
RNF39_CCDS4673.1_ex3_6:30043289-30043312:-_5-2	RNF39	0	0
FNDC8_CCDS11290.1_ex0_17:33448824-33448847:-_5-1	FNDC8	353	419
UGT2B15_CCDS3524.1_ex4_4:69533744-69533767:+_4-1	UGT2B15	31	83
DDX3X_CCDS43931.1_ex4_X:41201805-41201828:+_5-3	DDX3X	56	280
CACNA2D1_CCDS5598.1_ex32_7:81714147-81714170:-_5-4	CACNA2D1	137	197
CDH24_CCDS9585.1_ex7_14:23523513-23523536:-_5-3	CDH24	89	848
RAET1L_CCDS5224.1_ex2_6:150343203-150343226:-_3-2	RAET1L	775	291
NAPB_CCDS13152.1_ex3_20:23361936-23361959:+_5-2	NAPB	586	577
MUC4_CCDS54700.1_ex23_3:195515976-195515999:-_10-7	MUC4	63	276
HIST1H2BD_CCDS4587.1_ex0_6:26158556-26158579:+_5-3	HIST1H2BD	0	301
ATG4B_CCDS46564.1_ex4_2:242594047-242594070:-_5-2	ATG4B	881	323
BEAN1_CCDS54015.1_ex1_16:66503592-66503615:+_13-1	BEAN1	456	540
MLF1_CCDS3182.1_ex1_3:158310319-158310342:+_9-1	MLF1	147	174
C1orf51_CCDS949.1_ex3_1:150257012-150257035:+_5-5	C1orf51	376	187
ZNF799_CCDS45989.1_ex0_19:12502885-12502908:+_2-2	ZNF799	281	249
AMELX_CCDS14145.1_ex2_X:11316232-11316255:+_6-1	AMELX	243	271
TP53TG5_CCDS13352.1_ex1_20:44004090-44004113:-_5-4	TP53TG5	157	215
PATZ1_CCDS13894.1_ex4_22:31741474-31741497:-_5-5	PATZ1	614	389
ZCCHC24_CCDS7359.1_ex2_10:81192488-81192511:-_5-4	ZCCHC24	83	105
PIGA_CCDS14165.1_ex3_X:15344027-15344050:+_5-4	PIGA	2392	988
PLA2G4C_CCDS12710.1_ex12_19:48603087-48603110:-_5-4	PLA2G4C	175	162
TOP1MT_CCDS59115.1_ex7_8:144406265-144406288:-_5-1	TOP1MT	1941	692
CCDC88A_CCDS33203.1_ex19_2:55570782-55570805:-_5-2	CCDC88A	230	240
VSNL1_CCDS1689.1_ex1_2:17830775-17830798:+_5-5	VSNL1	1248	650
GABARAP_CCDS11092.1_ex1_17:7144728-7144751:-_5-1	GABARAP	424	822
LDHB_CCDS8691.1_ex4_12:21796958-21796981:-_5-3	LDHB	258	376
TLR7_CCDS14151.1_ex1_X:12904407-12904430:-_5-3	TLR7	187	152
FAM184B_CCDS47033.1_ex16_4:17710928-17710951:-_5-4	FAM184B	309	170
YAP1_CCDS44716.1_ex0_11:101981733-101981756:+_6-1	YAP1	790	659
INPP5K_CCDS11004.1_ex5_17:1410272-1410295:-_5-1	INPP5K	1361	472
BAIAP2L1_CCDS34687.1_ex11_7:97984406-97984429:-_5-4	BAIAP2L1	135	237
ELF5_CCDS58129.1_ex1_11:34502425-34502448:-_8-2	ELF5	297	205
TAS2R7_CCDS8631.1_ex0_12:10954755-10954778:+_5-3	TAS2R7	386	340
CHD8_CCDS45081.1_ex19_14:21870637-21870660:+_5-1	CHD8	879	634
MURC_CCDS35083.1_ex0_9:103340637-103340660:-_5-2	MURC	27	89
CLIC5_CCDS47438.1_ex3_6:45917085-45917108:-_5-4	CLIC5	1150	949
NEUROG3_CCDS31212.1_ex0_10:71332573-71332596:-_5-4	NEUROG3	511	361
SUSD1_CCDS65105.1_ex7_9:114874095-114874118:-_5-2	SUSD1	55	94
ZNF570_CCDS12504.1_ex3_19:37974931-37974954:+_5-4	ZNF570	243	207
ZRSR2_CCDS14172.1_ex1_X:15809120-15809143:+_5-1	ZRSR2	40	198
FGFBP2_CCDS3419.1_ex0_4:15964497-15964520:+_5-4	FGFBP2	984	419
FCGR1A_CCDS933.1_ex2_1:149755778-149755801:+_5-2	FCGR1A	81	412
SERINC4_CCDS58360.1_ex6_15:44089432-44089455:+_5-2	SERINC4	25	99
PFKL_CCDS33582.1_ex4_21:45732923-45732946:-_5-2	PFKL	463	348
AIF1_CCDS34398.1_ex0_6:31583885-31583908:+_9-3	AIF1	49	86
FRK_CCDS5103.1_ex7_6:116381158-116381181:-_5-5	FRK	7	8
SOX18_CCDS13552.1_ex0_20:62680285-62680308:-_5-4	SOX18	266	296
WBSCR17_CCDS5540.1_ex4_7:70885987-70886010:+_5-5	WBSCR17	1068	570
ARMCX2_CCDS14490.1_ex0_X:100912377-100912400:-_5-5	ARMCX2	613	342
ATP6V1C1_CCDS6296.1_ex1_8:104054596-104054619:+_5-2	ATP6V1C1	13	226
CATSPER3_CCDS4181.1_ex2_5:134332127-134332150:+_5-2	CATSPER3	334	308
CHPF_CCDS2443.1_ex0_2:220405325-220405348:+_5-1	CHPF	2818	844
SLC7A5_CCDS10964.1_ex7_16:87874717-87874740:+_5-5	SLC7A5	162	237
PEX2_CCDS6221.1_ex0_8:77896072-77896095:-_5-1	PEX2	377	428
IPPK_CCDS6699.1_ex10_9:95418826-95418849:-_5-5	IPPK	184	294
TSSK1B_CCDS4112.1_ex0_5:112770249-112770272:-_5-3	TSSK1B	1097	671
SLC41A1_CCDS30988.1_ex9_1:205779382-205779405:-_5-5	SLC41A1	199	183
TMEM171_CCDS4017.1_ex0_5:72419662-72419685:-_5-5	TMEM171	360	412
APOOL_CCDS48138.1_ex4_X:84310909-84310932:+_5-5	APOOL	62	214
AADACL2_CCDS3161.2_ex3_3:151463402-151463425:-_5-4	AADACL2	590	523
ARL11_CCDS9419.1_ex0_13:50204660-50204683:+_5-1	ARL11	577	496
EIF4E3_CCDS33786.1_ex1_3:71739300-71739323:-_8-3	EIF4E3	25	74
HSPB6_CCDS12475.1_ex2_19:36247803-36247826:-_5-5	HSPB6	1	1
IPMK_CCDS7250.1_ex2_10:59976008-59976031:-_5-1	IPMK	0	6
ICT1_CCDS11711.1_ex2_17:73015805-73015828:+_5-2	ICT1	2	61
CYP26A1_CCDS7426.1_ex2_10:94834669-94834692:-_5-4	CYP26A1	646	455
SNRPD3_CCDS13828.1_ex1_22:24963977-24964000:+_5-4	SNRPD3	41	561
FYCO1_CCDS2734.1_ex11_3:46011204-46011227:+_5-4	FYCO1	25	378
ABHD17B_CCDS35042.1_ex3_9:74489769-74489792:-_5-5	ABHD17B	13	38
BNC1_CCDS10324.1_ex1_15:83932933-83932956:+_5-2	BNC1	616	572
TALDO1_CCDS7712.1_ex3_11:760210-760233:+_5-5	TALDO1	158	160
NCR1_CCDS12911.1_ex3_19:55420679-55420702:-_5-2	NCR1	287	289
MTMR4_CCDS11608.1_ex12_17:56585898-56585921:-_5-4	MTMR4	1	3
FAM207A_CCDS13718.1_ex1_21:46363680-46363703:+_5-2	FAM207A	34	26
RMND5A_CCDS1991.1_ex5_2:86993037-86993060:-_5-5	RMND5A	55	86
DSC3_CCDS32810.1_ex13_18:28611065-28611088:+_5-5	DSC3	115	140
HAS1_CCDS12838.1_ex3_19:52222709-52222732:-_5-4	HAS1	1778	927
F13A1_CCDS4496.1_ex8_6:6225044-6225067:+_5-2	F13A1	942	447
MEI4_CCDS64463.1_ex1_6:78471223-78471246:-_5-5	MEI4	61	42
ZNF577_CCDS12842.2_ex2_19:52381640-52381663:-_5-4	ZNF577	8	85
SLC37A1_CCDS13689.1_ex4_21:43959726-43959749:-_5-2	SLC37A1	176	269
LILRB1_CCDS42614.1_ex2_19:55143159-55143182:+_7-1	LILRB1	732	390
ZFX_CCDS14211.1_ex4_X:24226415-24226438:-_7-4	ZFX	1577	540
COL9A1_CCDS47447.1_ex24_6:70981350-70981373:+_5-3	COL9A1	184	207
WNT1_CCDS8776.1_ex2_12:49374254-49374277:-_5-4	WNT1	356	352
LHFP_CCDS9369.1_ex2_13:40175074-40175097:+_5-2	LHFP	734	517
BHLHB9_CCDS14502.1_ex0_X:102004485-102004508:+_5-3	BHLHB9	544	362
GTPBP3_CCDS32950.1_ex4_19:17449779-17449802:+_5-4	GTPBP3	676	754
ZKSCAN3_CCDS4650.1_ex3_6:28331586-28331609:-_5-4	ZKSCAN3	144	112
PLK1_CCDS10616.1_ex2_16:23692250-23692273:+_5-5	PLK1	33	179
CCDC28B_CCDS354.2_ex1_1:32669573-32669596:+_5-5	CCDC28B	19	305
ZNF142_CCDS42817.1_ex2_2:219509744-219509767:+_5-2	ZNF142	1918	551
TMEM88_CCDS11121.1_ex1_17:7758820-7758843:-_5-5	TMEM88	497	279
COL4A1_CCDS9511.1_ex22_13:110831733-110831756:-_5-1	COL4A1	603	352
CDH10_CCDS3892.1_ex5_5:24509849-24509872:+_5-1	CDH10	9	68
FAM173A_CCDS10423.1_ex1_16:771653-771676:+_5-3	FAM173A	293	311
OCEL1_CCDS12351.1_ex2_19:17337959-17337982:+_5-4	OCEL1	172	220
SHROOM2_CCDS14135.1_ex3_X:9863775-9863798:+_5-3	SHROOM2	2295	853
MOG_CCDS34366.1_ex1_6:29627355-29627378:+_13-6	MOG	1	111
PLAGL1_CCDS5202.1_ex0_6:144263491-144263514:+_5-5	PLAGL1	526	532
REEP5_CCDS4109.2_ex2_5:112238142-112238165:+_5-1	REEP5	180	299
PPARGC1B_CCDS4298.1_ex4_5:149213044-149213067:+_5-4	PPARGC1B	855	969
FBLN5_CCDS9898.1_ex7_14:92403389-92403412:+_5-2	FBLN5	245	284
RAB19_CCDS34762.2_ex1_7:140111782-140111805:+_5-5	RAB19	1515	724
GDF2_CCDS7219.1_ex1_10:48416446-48416469:+_5-4	GDF2	343	346
SLC38A11_CCDS2224.1_ex7_2:165802089-165802112:+_5-5	SLC38A11	4	5
LINGO2_CCDS6524.1_ex0_9:27950320-27950343:+_5-3	LINGO2	602	430
DNAH9_CCDS11160.1_ex30_17:11648208-11648231:-_10-4	DNAH9	685	469
RBM46_CCDS3790.1_ex1_4:155719239-155719262:+_5-3	RBM46	114	135
HSD17B14_CCDS12736.1_ex7_19:49339064-49339087:-_5-5	HSD17B14	235	395
CFD_CCDS12046.1_ex3_19:861796-861819:+_5-4	CFD	120	227
CHMP4A_CCDS9619.1_ex3_14:24680720-24680743:-_5-2	CHMP4A	894	440
KIAA0895L_CCDS42177.1_ex5_16:67214237-67214260:-_5-4	KIAA0895L	213	476
TMEM194A_CCDS31841.1_ex4_12:57458427-57458450:-_5-2	TMEM194A	85	74
IGFN1_CCDS53455.1_ex10_1:201176366-201176389:+_5-4	IGFN1	640	390
GBE1_CCDS54612.1_ex9_3:81692061-81692084:-_5-1	GBE1	43	48
GPALPP1_CCDS9394.1_ex1_13:45578507-45578530:+_5-2	GPALPP1	1	80
DEPDC7_CCDS41632.1_ex1_11:33047587-33047610:-_5-3	DEPDC7	552	357
UBA3_CCDS2909.1_ex12_3:69117143-69117166:+_5-4	UBA3	420	266
FGF20_CCDS5998.1_ex2_8:16859240-16859263:+_5-3	FGF20	50	87
DECR2_CCDS10409.1_ex2_16:456353-456376:+_5-1	DECR2	726	434
RNF103_CCDS33237.1_ex3_2:86849894-86849917:-_5-5	RNF103	437	792
STRC_CCDS10098.1_ex25_15:43907740-43907763:+_5-1	STRC	1039	911
ARIH1_CCDS10244.1_ex1_15:72810439-72810462:-_5-3	ARIH1	1	108
MYO3A_CCDS7148.1_ex4_10:26305779-26305802:-_5-2	MYO3A	403	357
ZBTB3_CCDS8034.1_ex0_11:62520440-62520463:+_5-1	ZBTB3	284	245
PDS5A_CCDS47045.1_ex30_4:39929698-39929721:+_5-3	PDS5A	118	146
PUM1_CCDS338.1_ex13_1:31452934-31452957:+_5-2	PUM1	824	482
TMEM79_CCDS1138.1_ex0_1:156255399-156255422:-_5-2	TMEM79	912	345
KCTD3_CCDS1515.1_ex9_1:215768750-215768773:+_5-4	KCTD3	418	340
SLC2A5_CCDS44054.1_ex2_1:9117623-9117646:-_5-4	SLC2A5	20	182
SMURF2_CCDS32707.1_ex9_17:62568008-62568031:+_5-1	SMURF2	188	312
C9orf85_CCDS6639.1_ex1_9:74561924-74561947:+_5-1	C9orf85	0	18
SETD1A_CCDS32435.1_ex2_16:30972725-30972748:-_5-3	SETD1A	463	781
NRXN1_CCDS46282.1_ex22_2:51255076-51255099:-_10-9	NRXN1	288	353
MCOLN2_CCDS30762.1_ex8_1:85417940-85417963:+_5-1	MCOLN2	486	214
NANOS2_CCDS33056.1_ex0_19:46417765-46417788:+_5-3	NANOS2	700	409
KANK2_CCDS12255.1_ex9_19:11303665-11303688:+_5-1	KANK2	409	391
ZFAT_CCDS43768.2_ex10_8:135615099-135615122:-_5-4	ZFAT	758	554
SLC35A2_CCDS14311.1_ex2_X:48763663-48763686:+_5-1	SLC35A2	846	401
PDK1_CCDS2250.1_ex1_2:173423555-173423578:+_5-2	PDK1	167	265
CYP2A7_CCDS12569.1_ex8_19:41387934-41387957:-_3-3	CYP2A7	238	103
PSD_CCDS31272.1_ex12_10:104173799-104173822:-_5-2	PSD	975	907
FOXI1_CCDS4372.1_ex0_5:169533261-169533284:+_5-3	FOXI1	378	517
ANKRD17_CCDS34003.1_ex15_4:73987449-73987472:-_5-2	ANKRD17	154	256
CRAT_CCDS6919.1_ex11_9:131866496-131866519:+_5-5	CRAT	776	476
CD79B_CCDS11655.1_ex4_17:62008691-62008714:+_8-7	CD79B	661	527
ANKRD53_CCDS1913.1_ex2_2:71206816-71206839:-_5-4	ANKRD53	1136	493
CTU1_CCDS12824.1_ex1_19:51607470-51607493:+_5-4	CTU1	373	374
METTL18_CCDS1284.1_ex0_1:169762172-169762195:-_5-2	METTL18	0	1
PLK5_CCDS59328.1_ex4_19:1529415-1529438:+_5-5	PLK5	410	546
ZNF701_CCDS54311.1_ex0_19:53075608-53075631:-_6-1	ZNF701	152	123
SLAIN2_CCDS47051.1_ex0_4:48343900-48343923:-_5-1	SLAIN2	864	527
DUSP13_CCDS53542.1_ex1_10:76867803-76867826:+_13-10	DUSP13	145	164
SELM_CCDS43003.1_ex1_22:31501253-31501276:+_5-1	SELM	0	15
EIF2B5_CCDS3252.1_ex3_3:183855760-183855783:+_5-2	EIF2B5	0	5
MCM4_CCDS6143.1_ex2_8:48874641-48874664:-_5-3	MCM4	238	448
CLASRP_CCDS12652.2_ex6_19:45562603-45562626:-_5-5	CLASRP	439	341
IFT172_CCDS1755.1_ex28_2:27685608-27685631:-_5-4	IFT172	1376	418
MAP3K7_CCDS5027.1_ex13_6:91278306-91278329:+_5-5	MAP3K7	65	39
CHIA_CCDS41368.1_ex7_1:111861150-111861173:+_5-2	CHIA	316	464
LHX4_CCDS1338.1_ex4_1:180241039-180241062:+_5-5	LHX4	54	134
C2orf44_CCDS1705.1_ex2_2:24261426-24261449:-_5-1	C2orf44	479	249
