sgRNA	gene	CRISPR_C6596646.sample	ERS717283.plasmid
FTHL17_CCDS14227.1_ex0_X:31089905-31089928:+_5-4	FTHL17	145	171
LSM6_CCDS3767.1_ex1_4:147108462-147108485:-_5-5	LSM6	346	542
TMEM62_CCDS32210.1_ex1_15:43426455-43426478:+_5-1	TMEM62	372	643
ABL2_CCDS30947.1_ex9_1:179100556-179100579:+_5-4	ABL2	1251	775
MUC5B_CCDS44515.2_ex21_11:1256397-1256420:-_5-2	MUC5B	346	411
HCRTR1_CCDS344.1_ex0_1:32084911-32084934:+_5-1	HCRTR1	100	112
PNMA1_CCDS9818.1_ex0_14:74180133-74180156:-_5-4	PNMA1	324	267
SEC61A1_CCDS3046.1_ex6_3:127779373-127779396:-_5-4	SEC61A1	68	183
ANKRD2_CCDS44468.1_ex3_10:99338340-99338363:+_5-4	ANKRD2	634	828
TNMD_CCDS14469.1_ex4_X:99852621-99852644:-_5-5	TNMD	387	158
FAM169B_CCDS45360.1_ex3_15:99023871-99023894:-_5-5	FAM169B	197	164
ING3_CCDS35497.1_ex1_7:120591275-120591298:-_7-2	ING3	893	1808
GOLGA8M_CCDS61572.1_ex10_15:28951814-28951837:+_1-1	GOLGA8M	425	547
CHCHD3_CCDS5828.1_ex4_7:132659927-132659950:-_5-2	CHCHD3	99	421
ABHD6_CCDS2887.1_ex3_3:58256750-58256773:-_5-5	ABHD6	347	354
C7orf49_CCDS5838.2_ex0_7:134851524-134851547:+_7-2	C7orf49	604	629
PRAP1_CCDS44498.1_ex3_10:135165582-135165605:+_5-2	PRAP1	827	717
SLCO2B1_CCDS44683.1_ex5_11:74883559-74883582:+_5-4	SLCO2B1	736	562
KRT20_CCDS11379.1_ex7_17:39041270-39041293:-_5-4	KRT20	370	378
C5orf66_CCDS59494.1_ex2_5:134678891-134678914:-_5-4	C5orf66	264	465
MYO9A_CCDS10239.1_ex40_15:72338492-72338515:-_5-5	MYO9A	514	398
NUDT4_CCDS44952.1_ex1_12:93788411-93788434:-_5-2	NUDT4	229	750
FUS_CCDS10707.1_ex4_16:31195638-31195661:+_5-3	FUS	413	547
ZDHHC22_CCDS45140.1_ex1_14:77605850-77605873:-_5-3	ZDHHC22	686	589
SPSB1_CCDS102.1_ex0_1:9416051-9416074:+_5-1	SPSB1	1057	652
MYL2_CCDS31901.1_ex2_12:111351113-111351136:-_5-2	MYL2	597	814
PIP4K2A_CCDS7141.1_ex6_10:22880649-22880672:+_5-3	PIP4K2A	1822	973
APOL1_CCDS13925.1_ex3_22:36653408-36653431:+_5-1	APOL1	376	326
DOCK8_CCDS55283.1_ex3_9:311959-311982:-_5-1	DOCK8	784	501
FAM194A_CCDS3151.2_ex13_3:150421389-150421412:+_5-5	FAM194A	386	505
EPGN_CCDS59475.1_ex2_4:75177941-75177964:-_7-4	EPGN	251	263
FAM105A_CCDS3884.1_ex3_5:14601525-14601548:+_5-2	FAM105A	635	495
HEATR3_CCDS10739.1_ex4_16:50106608-50106631:-_5-2	HEATR3	129	176
TCF23_CCDS33163.1_ex1_2:27372997-27373020:-_5-3	TCF23	465	477
RUFY3_CCDS34001.1_ex5_4:71639243-71639266:+_5-5	RUFY3	76	120
SERPINA3_CCDS32150.1_ex0_14:95080864-95080887:+_5-1	SERPINA3	112	265
CLEC9A_CCDS8611.1_ex2_12:10213821-10213844:-_5-1	CLEC9A	189	76
HMGB2_CCDS3816.1_ex2_4:174254218-174254241:+_5-1	HMGB2	300	454
XPO4_CCDS41872.1_ex12_13:21383256-21383279:+_5-2	XPO4	274	478
CCDC71L_CCDS55151.1_ex0_7:106301194-106301217:-_5-5	CCDC71L	888	822
AFAP1_CCDS3397.1_ex13_4:7857244-7857267:+_5-5	AFAP1	121	194
C16orf52_CCDS58431.1_ex0_16:22019696-22019719:+_5-1	C16orf52	691	653
MOB1A_CCDS46340.1_ex2_2:74392462-74392485:-_5-1	MOB1A	19	18
SCOC_CCDS54806.1_ex0_4:141294849-141294872:+_8-3	SCOC	532	585
CLDN3_CCDS5559.1_ex0_7:73184241-73184264:-_5-5	CLDN3	222	292
EXOSC7_CCDS2725.1_ex1_3:45030663-45030686:+_5-1	EXOSC7	10	318
MFSD1_CCDS3185.2_ex1_3:158522137-158522160:-_5-5	MFSD1	291	243
RNF157_CCDS32740.1_ex13_17:74162555-74162578:+_5-2	RNF157	176	353
SAP130_CCDS2153.1_ex16_2:128774018-128774041:-_5-4	SAP130	160	259
ZNF695_CCDS44344.1_ex0_1:247151408-247151431:-_7-1	ZNF695	306	170
HECTD1_CCDS41939.1_ex30_14:31619221-31619244:-_5-4	HECTD1	348	424
PIK3R3_CCDS529.1_ex6_1:46532674-46532697:-_5-3	PIK3R3	454	442
LCE1F_CCDS1023.1_ex0_1:152749039-152749062:+_3-3	LCE1F	180	777
CLRN2_CCDS47032.1_ex0_4:17516965-17516988:+_5-1	CLRN2	618	758
FKBP4_CCDS8512.1_ex4_12:2908294-2908317:+_5-4	FKBP4	417	324
NF1_CCDS11264.1_ex6_17:29508777-29508800:-_5-5	NF1	1327	1219
KDM6B_CCDS32552.1_ex6_17:7750648-7750671:-_5-3	KDM6B	411	461
PRCP_CCDS41695.1_ex4_11:82560989-82561012:-_5-1	PRCP	134	310
ICA1_CCDS34602.1_ex8_7:8258071-8258094:-_5-3	ICA1	862	628
CD36_CCDS34673.1_ex1_7:80285994-80286017:+_5-1	CD36	85	34
C6orf223_CCDS55016.1_ex1_6:43968700-43968723:+_8-1	C6orf223	453	263
CHAF1B_CCDS13644.1_ex1_21:37760000-37760023:+_5-1	CHAF1B	77	240
MC5R_CCDS11868.1_ex0_18:13826089-13826112:-_5-3	MC5R	565	345
CCNF_CCDS10467.1_ex3_16:2485853-2485876:-_5-2	CCNF	421	521
ACOX3_CCDS3401.1_ex13_4:8416053-8416076:+_5-3	ACOX3	572	628
USP20_CCDS43892.1_ex4_9:132623290-132623313:+_5-1	USP20	237	393
FAM19A2_CCDS8962.1_ex2_12:62148778-62148801:+_5-4	FAM19A2	91	104
ZNF860_CCDS46784.1_ex0_3:32031130-32031153:-_5-5	ZNF860	299	283
ZNF703_CCDS6094.1_ex1_8:37554875-37554898:+_5-2	ZNF703	270	264
CAPS_CCDS12156.1_ex1_19:5914613-5914636:+_5-2	CAPS	505	754
ZNF287_CCDS11179.2_ex4_17:16470846-16470869:+_5-5	ZNF287	779	523
HOXA10_CCDS5410.2_ex1_7:27213439-27213462:+_5-2	HOXA10	303	326
RBM26_CCDS66566.1_ex16_13:79945216-79945239:+_5-4	RBM26	210	201
SHANK1_CCDS12799.1_ex4_19:51190006-51190029:-_5-1	SHANK1	379	325
ECE2_CCDS3255.1_ex1_3:183975421-183975444:-_11-5	ECE2	371	173
PPIL6_CCDS47466.2_ex6_6:109752430-109752453:+_5-3	PPIL6	567	534
ZNF720_CCDS45473.1_ex2_16:31734576-31734599:+_5-3	ZNF720	343	521
ADRA2C_CCDS47004.1_ex0_4:3769103-3769126:+_5-5	ADRA2C	535	378
CLN8_CCDS5956.1_ex0_8:1719371-1719394:-_5-1	CLN8	542	216
AMELX_CCDS14144.1_ex3_X:11316688-11316711:-_6-3	AMELX	768	601
SLC24A4_CCDS45155.2_ex5_14:92909138-92909161:+_5-3	SLC24A4	1008	771
DCAF16_CCDS3423.1_ex0_4:17805584-17805607:+_5-5	DCAF16	693	495
CERS3_CCDS10384.1_ex9_15:101041926-101041949:+_5-5	CERS3	0	14
SFTPD_CCDS7362.1_ex2_10:81701200-81701223:+_5-1	SFTPD	1023	697
AMBRA1_CCDS31475.1_ex11_11:46563813-46563836:-_5-1	AMBRA1	631	759
SPAST_CCDS1778.1_ex5_2:32340768-32340791:+_5-5	SPAST	435	152
SGCE_CCDS47642.1_ex6_7:94248109-94248132:-_5-1	SGCE	482	274
C10orf95_CCDS7534.1_ex0_10:104210693-104210716:-_5-4	C10orf95	166	291
FGFR4_CCDS4410.1_ex6_5:176519726-176519749:-_5-5	FGFR4	1146	651
GATA1_CCDS14305.1_ex1_X:48650265-48650288:+_5-1	GATA1	336	320
ACTR1A_CCDS7536.1_ex5_10:104244117-104244140:-_5-2	ACTR1A	111	536
ZNF354C_CCDS4443.1_ex2_5:178504147-178504170:-_5-1	ZNF354C	370	199
GPR137B_CCDS1609.1_ex2_1:236341812-236341835:+_5-5	GPR137B	564	529
STXBP5L_CCDS43137.1_ex1_3:120673849-120673872:+_5-2	STXBP5L	181	211
ENOX2_CCDS14626.1_ex8_X:129804077-129804100:-_5-3	ENOX2	249	245
FLNC_CCDS43644.1_ex14_7:128482652-128482675:-_5-3	FLNC	555	697
SERPINB3_CCDS11987.1_ex2_18:61324592-61324615:-_4-3	SERPINB3	110	262
LIPJ_CCDS31240.1_ex3_10:90354471-90354494:+_5-4	LIPJ	226	149
DNAH10_CCDS9255.2_ex30_12:124330665-124330688:-_5-3	DNAH10	233	413
NCOA3_CCDS13406.1_ex7_20:46262889-46262912:+_5-3	NCOA3	133	184
RBM19_CCDS9172.1_ex18_12:114395574-114395597:+_5-4	RBM19	276	1030
KRT2_CCDS8835.1_ex8_12:53045427-53045450:+_5-4	KRT2	417	585
DAB2_CCDS34149.1_ex4_5:39382996-39383019:-_5-2	DAB2	989	959
MAGEB18_CCDS14216.1_ex0_X:26157370-26157393:+_5-3	MAGEB18	359	258
LRRC28_CCDS10380.1_ex2_15:99827464-99827487:-_5-2	LRRC28	76	110
SLC22A2_CCDS5276.1_ex10_6:160679516-160679539:+_5-4	SLC22A2	575	750
LONRF3_CCDS14575.1_ex0_X:118109469-118109492:+_5-4	LONRF3	1489	1036
ZNF248_CCDS58077.1_ex1_10:38122033-38122056:-_9-5	ZNF248	88	20
CD19_CCDS10644.1_ex2_16:28944314-28944337:-_5-3	CD19	445	410
KRTAP19-4_CCDS33534.1_ex0_21:31869288-31869311:-_3-2	KRTAP19-4	253	315
FGFR1OP2_CCDS53766.1_ex1_12:27109497-27109520:+_9-2	FGFR1OP2	47	162
ARHGEF39_CCDS6584.2_ex4_9:35663318-35663341:+_5-3	ARHGEF39	320	449
FLRT3_CCDS13121.1_ex0_20:14307206-14307229:-_5-1	FLRT3	90	120
HLA-B_CCDS34394.1_ex4_6:31324126-31324149:+_5-1	HLA-B	723	634
PDGFC_CCDS3795.1_ex4_4:157771442-157771465:-_5-4	PDGFC	520	331
C9orf72_CCDS6522.1_ex9_9:27566724-27566747:+_5-1	C9orf72	184	316
GPR89A_CCDS41377.1_ex10_1:145811983-145812006:-_5-5	GPR89A	537	995
ZNF564_CCDS42505.1_ex0_19:12638524-12638547:+_5-3	ZNF564	336	488
SIGMAR1_CCDS6562.1_ex3_9:34637561-34637584:+_5-5	SIGMAR1	532	931
DGUOK_CCDS1931.1_ex0_2:74154148-74154171:+_5-1	DGUOK	569	501
ZNF212_CCDS5896.1_ex1_7:148947332-148947355:+_5-1	ZNF212	375	366
KRT19_CCDS11399.1_ex5_17:39684358-39684381:+_5-4	KRT19	761	372
ANXA10_CCDS34096.1_ex2_4:169060714-169060737:+_5-1	ANXA10	917	620
CIITA_CCDS10544.1_ex1_16:10989229-10989252:-_5-1	CIITA	185	216
PRPSAP1_CCDS11743.2_ex9_17:74349607-74349630:+_5-4	PRPSAP1	982	943
TCEAL3_CCDS14511.1_ex0_X:102864214-102864237:+_5-4	TCEAL3	668	451
UBR3_CCDS2238.2_ex0_2:170684106-170684129:+_5-1	UBR3	456	522
BEX1_CCDS35354.1_ex0_X:102318021-102318044:+_5-3	BEX1	672	522
LRRIQ3_CCDS41350.1_ex1_1:74507611-74507634:-_5-1	LRRIQ3	522	507
ZNF862_CCDS47741.1_ex3_7:149545187-149545210:+_5-3	ZNF862	685	775
AMER2_CCDS53859.1_ex0_13:25745460-25745483:-_5-3	AMER2	492	442
INTS1_CCDS47526.1_ex35_7:1535138-1535161:+_5-3	INTS1	320	232
FLT4_CCDS43412.1_ex17_5:180048752-180048775:-_5-2	FLT4	619	507
LGALS3_CCDS41956.1_ex1_14:55605057-55605080:+_5-2	LGALS3	1346	794
TRIM10_CCDS34375.1_ex4_6:30126352-30126375:-_5-2	TRIM10	732	935
PEBP1_CCDS9187.1_ex1_12:118575931-118575954:+_5-2	PEBP1	69	119
NPBWR2_CCDS13557.1_ex0_20:62737760-62737783:+_5-2	NPBWR2	770	734
ATP5J2_CCDS34692.1_ex1_7:99057716-99057739:+_7-4	ATP5J2	69	384
CCDC65_CCDS8772.1_ex2_12:49308194-49308217:+_5-3	CCDC65	674	527
RAB3B_CCDS560.1_ex2_1:52403014-52403037:+_5-2	RAB3B	325	384
TSHZ1_CCDS12009.1_ex0_18:72998954-72998977:+_5-5	TSHZ1	1130	993
FMNL3_CCDS41780.1_ex23_12:50062279-50062302:+_5-5	FMNL3	1159	835
MAN2A1_CCDS34209.1_ex8_5:109117251-109117274:+_5-5	MAN2A1	36	60
CAND2_CCDS43053.1_ex5_3:12856778-12856801:-_5-3	CAND2	927	780
GLT1D1_CCDS9265.1_ex3_12:129383810-129383833:+_5-5	GLT1D1	437	379
SYCP2L_CCDS43423.1_ex3_6:10894365-10894388:+_5-2	SYCP2L	200	338
CCDC80_CCDS2968.1_ex6_3:112358454-112358477:-_5-4	CCDC80	450	365
UBR7_CCDS9909.1_ex0_14:93673775-93673798:-_5-1	UBR7	700	753
PRSS36_CCDS32436.1_ex11_16:31160499-31160522:-_5-5	PRSS36	46	29
TRIM34_CCDS31391.1_ex0_11:5653761-5653784:+_5-2	TRIM34	191	240
SMYD4_CCDS11013.1_ex6_17:1703743-1703766:+_5-2	SMYD4	592	477
GAS6_CCDS45072.1_ex4_13:114531607-114531630:-_5-4	GAS6	369	279
FAM184A_CCDS43499.1_ex13_6:119338009-119338032:-_5-3	FAM184A	0	54
SCARA3_CCDS34870.1_ex4_8:27516347-27516370:+_5-4	SCARA3	647	624
GLTSCR1_CCDS46134.1_ex4_19:48185284-48185307:-_5-5	GLTSCR1	695	548
TREM2_CCDS4852.1_ex3_6:41129195-41129218:+_5-4	TREM2	888	772
PNLIP_CCDS7594.1_ex1_10:118306923-118306946:-_5-1	PNLIP	0	6
TMUB2_CCDS11479.1_ex0_17:42266644-42266667:+_5-3	TMUB2	355	525
HABP2_CCDS53579.1_ex5_10:115338405-115338428:+_5-4	HABP2	343	388
ERICH1_CCDS5955.1_ex3_8:642521-642544:+_5-2	ERICH1	713	746
FBXL7_CCDS54833.1_ex2_5:15928330-15928353:+_5-2	FBXL7	356	401
CPE_CCDS3810.1_ex0_4:166300664-166300687:+_5-2	CPE	384	286
MTUS1_CCDS43716.1_ex7_8:17532703-17532726:-_11-2	MTUS1	430	308
SLC22A3_CCDS5277.1_ex0_6:160769863-160769886:+_5-4	SLC22A3	708	503
CHPF2_CCDS34779.1_ex2_7:150933498-150933521:+_5-4	CHPF2	335	278
SPAM1_CCDS5790.1_ex0_7:123594028-123594051:+_5-3	SPAM1	283	223
B4GALT7_CCDS4429.1_ex2_5:177034309-177034332:+_5-5	B4GALT7	587	477
LCN6_CCDS7005.1_ex3_9:139641984-139642007:-_5-5	LCN6	799	989
RBMS1_CCDS2213.1_ex10_2:161174712-161174735:-_5-4	RBMS1	211	106
PLEKHS1_CCDS53580.1_ex5_10:115529535-115529558:+_5-2	PLEKHS1	42	195
MVK_CCDS9132.1_ex1_12:110013887-110013910:+_5-2	MVK	727	764
EGLN1_CCDS1595.1_ex4_1:231556913-231556936:-_5-1	EGLN1	865	638
LRRC32_CCDS8245.1_ex0_11:76371702-76371725:+_5-1	LRRC32	1255	1012
MRGPRG_CCDS44520.1_ex0_11:3239912-3239935:-_5-4	MRGPRG	474	219
LDLR_CCDS12254.1_ex1_19:11210951-11210974:+_5-1	LDLR	406	798
PLA2G1B_CCDS9195.1_ex1_12:120762760-120762783:+_5-1	PLA2G1B	256	377
CD46_CCDS1479.1_ex5_1:207940353-207940376:-_5-4	CD46	757	574
SLC5A10_CCDS11201.2_ex7_17:18874439-18874462:+_5-5	SLC5A10	391	549
KLF8_CCDS14373.1_ex2_X:56292029-56292052:+_5-4	KLF8	279	285
ABI1_CCDS31169.1_ex8_10:27112065-27112088:-_5-3	ABI1	178	123
CTSL_CCDS6675.1_ex0_9:90342622-90342645:+_5-1	CTSL	562	321
TDRD3_CCDS53872.1_ex8_13:61083933-61083956:+_5-3	TDRD3	230	351
SNCA_CCDS3634.1_ex4_4:90756712-90756735:-_6-6	SNCA	105	79
NCOA2_CCDS47872.1_ex19_8:71126272-71126295:-_5-5	NCOA2	60	106
EXOC5_CCDS45111.1_ex14_14:57711006-57711029:-_5-5	EXOC5	84	369
TMEM27_CCDS14170.1_ex1_X:15657753-15657776:+_5-1	TMEM27	0	4
ZNF280A_CCDS13800.1_ex0_22:22869497-22869520:-_5-2	ZNF280A	388	385
MLST8_CCDS10462.2_ex3_16:2257065-2257088:-_5-4	MLST8	178	334
KIF17_CCDS213.1_ex11_1:21036194-21036217:+_5-2	KIF17	448	438
IL15_CCDS3755.1_ex4_4:142650999-142651022:-_7-4	IL15	193	253
ADAMTSL2_CCDS6976.1_ex5_9:136405999-136406022:-_5-2	ADAMTSL2	1043	611
NUP62CL_CCDS14527.1_ex4_X:106410934-106410957:+_5-4	NUP62CL	393	212
PAX4_CCDS5797.1_ex6_7:127254548-127254571:-_5-2	PAX4	682	570
FAM89B_CCDS44648.1_ex0_11:65340231-65340254:+_5-1	FAM89B	422	523
ALOXE3_CCDS11130.1_ex12_17:8018925-8018948:+_5-3	ALOXE3	847	1003
IFITM1_CCDS41584.1_ex1_11:314916-314939:-_5-5	IFITM1	312	393
HRNR_CCDS30859.1_ex0_1:152191987-152192010:-_5-1	HRNR	1104	726
C1RL_CCDS8573.1_ex3_12:7254534-7254557:+_5-4	C1RL	685	606
OSBPL6_CCDS2277.1_ex3_2:179196323-179196346:-_5-1	OSBPL6	607	429
NDUFA1_CCDS14590.1_ex1_X:119007276-119007299:+_4-3	NDUFA1	339	369
NDRG4_CCDS10797.1_ex4_16:58538302-58538325:-_5-3	NDRG4	1315	854
IQSEC1_CCDS33703.1_ex12_3:12983246-12983269:+_5-5	IQSEC1	462	698
RHOH_CCDS3458.1_ex0_4:40245326-40245349:+_5-3	RHOH	936	945
FGF10_CCDS3950.1_ex2_5:44388505-44388528:+_5-2	FGF10	175	85
TMUB1_CCDS5920.1_ex1_7:150779544-150779567:-_5-5	TMUB1	563	758
KLC2_CCDS44653.1_ex0_11:66026241-66026264:-_5-1	KLC2	187	422
BRF1_CCDS10001.1_ex15_14:105739088-105739111:+_13-10	BRF1	0	563
TMEM74_CCDS6310.1_ex0_8:109796932-109796955:-_5-3	TMEM74	575	289
MAGEB16_CCDS43927.1_ex0_X:35820521-35820544:-_5-3	MAGEB16	608	413
SKA2_CCDS45747.1_ex1_17:57196726-57196749:+_9-1	SKA2	0	158
LCN6_CCDS7005.1_ex3_9:139641895-139641918:-_5-2	LCN6	149	237
RPTOR_CCDS11773.1_ex9_17:78811757-78811780:+_5-5	RPTOR	379	667
HAND1_CCDS4327.1_ex1_5:153857222-153857245:-_5-1	HAND1	512	428
PPP1R12C_CCDS12916.1_ex21_19:55628599-55628622:+_5-4	PPP1R12C	1193	1010
FAM26D_CCDS5109.1_ex0_6:116879154-116879177:-_6-5	FAM26D	321	321
WWC1_CCDS4366.1_ex7_5:167836967-167836990:+_5-5	WWC1	117	167
MESP2_CCDS42078.1_ex0_15:90319694-90319717:-_5-1	MESP2	198	230
GBP6_CCDS723.1_ex4_1:89846050-89846073:+_5-5	GBP6	68	73
UBALD2_CCDS11742.1_ex2_17:74266316-74266339:-_5-3	UBALD2	487	588
WDR66_CCDS41853.1_ex2_12:122369687-122369710:-_5-3	WDR66	5	36
IKBIP_CCDS9067.1_ex0_12:99008019-99008042:-_10-2	IKBIP	0	1
RSBN1_CCDS862.1_ex6_1:114354474-114354497:-_5-2	RSBN1	409	277
SOGA1_CCDS46598.1_ex10_20:35444506-35444529:+_5-4	SOGA1	271	863
TSN_CCDS33284.1_ex3_2:122518980-122519003:+_6-4	TSN	422	471
ZMAT3_CCDS3224.1_ex3_3:178748653-178748676:+_5-2	ZMAT3	1031	803
OSBPL8_CCDS31862.1_ex14_12:76786421-76786444:+_5-2	OSBPL8	275	396
ZNF443_CCDS32918.1_ex1_19:12543201-12543224:-_2-2	ZNF443	41	20
ZNF816-ZNF321P_CCDS56101.1_ex0_19:53432506-53432529:-_5-1	ZNF816-ZNF321P	139	107
DBF4_CCDS5611.1_ex8_7:87529642-87529665:+_5-5	DBF4	57	119
BSCL2_CCDS44627.1_ex7_11:62462054-62462077:+_5-1	BSCL2	441	730
SLC4A11_CCDS13052.1_ex12_20:3212128-3212151:+_5-2	SLC4A11	170	296
RNMT_CCDS11867.1_ex3_18:13740256-13740279:+_5-4	RNMT	24	267
MAP3K4_CCDS34565.1_ex2_6:161470989-161471012:+_5-4	MAP3K4	664	509
TBC1D16_CCDS11766.1_ex4_17:77922720-77922743:-_5-3	TBC1D16	313	340
PTBP3_CCDS55332.1_ex8_9:115014956-115014979:-_5-3	PTBP3	66	39
CARD16_CCDS31661.1_ex0_11:104912391-104912414:-_7-2	CARD16	622	448
DCDC1_CCDS7872.1_ex3_11:31327195-31327218:+_5-1	DCDC1	77	48
TRA2B_CCDS33905.1_ex5_3:185641627-185641650:+_7-4	TRA2B	87	575
CEP290_CCDS55858.1_ex47_12:88524976-88524999:-_5-5	CEP290	393	399
TPM3_CCDS1060.1_ex4_1:154145405-154145428:-_9-2	TPM3	487	345
EPCAM_CCDS1833.1_ex5_2:47606087-47606110:-_5-5	EPCAM	6	12
CPA6_CCDS6200.1_ex7_8:68423795-68423818:+_5-2	CPA6	0	6
MPHOSPH8_CCDS9287.1_ex2_13:20221180-20221203:+_5-4	MPHOSPH8	120	431
MAP1LC3A_CCDS13237.1_ex2_20:33147173-33147196:+_5-2	MAP1LC3A	506	775
SDR39U1_CCDS45091.1_ex1_14:24910043-24910066:-_5-1	SDR39U1	167	154
PLA2G2D_CCDS203.1_ex2_1:20442869-20442892:+_5-5	PLA2G2D	616	625
TLR5_CCDS31033.1_ex0_1:223285436-223285459:-_5-1	TLR5	235	288
ZNF559_CCDS62531.1_ex1_19:9435434-9435457:+_12-1	ZNF559	794	664
HLA-DRA_CCDS4750.1_ex1_6:32410464-32410487:-_5-3	HLA-DRA	349	317
GTF2H2C_CCDS43325.1_ex3_5:68862801-68862824:-_5-2	GTF2H2C	0	88
TMEM8C_CCDS35170.1_ex4_9:136389825-136389848:+_5-5	TMEM8C	339	301
INTS5_CCDS8027.1_ex0_11:62416522-62416545:+_5-1	INTS5	117	365
TCERG1L_CCDS7662.2_ex8_10:133058516-133058539:-_5-2	TCERG1L	608	484
LMBRD1_CCDS4969.1_ex10_6:70451684-70451707:+_5-3	LMBRD1	115	64
IQSEC2_CCDS35298.1_ex10_X:53284020-53284043:+_5-4	IQSEC2	503	522
RBM33_CCDS5941.2_ex7_7:155504111-155504134:+_5-3	RBM33	113	357
MCCC2_CCDS34184.1_ex4_5:70898444-70898467:-_5-3	MCCC2	364	306
TMEM211_CCDS33624.1_ex0_22:25331543-25331566:+_5-4	TMEM211	809	541
ABHD17C_CCDS45323.1_ex1_15:81041908-81041931:-_5-4	ABHD17C	560	581
FSTL4_CCDS34238.1_ex7_5:132561388-132561411:-_5-1	FSTL4	384	455
TRAF2_CCDS7013.1_ex1_9:139794068-139794091:-_5-1	TRAF2	160	305
ZNF607_CCDS33006.1_ex0_19:38190583-38190606:-_5-4	ZNF607	158	97
PCDHA5_CCDS54917.1_ex0_5:140202148-140202171:+_5-1	PCDHA5	604	473
RBP4_CCDS31249.1_ex3_10:95360418-95360441:+_5-3	RBP4	340	272
KCTD4_CCDS9396.1_ex0_13:45768236-45768259:+_5-1	KCTD4	563	539
CNTFR_CCDS6558.1_ex6_9:34564782-34564805:+_5-5	CNTFR	586	642
ATP6AP1_CCDS35451.1_ex1_X:153657456-153657479:+_5-2	ATP6AP1	154	942
CNTNAP5_CCDS46401.1_ex12_2:125405380-125405403:-_5-5	CNTNAP5	468	608
GUK1_CCDS1568.1_ex2_1:228334624-228334647:-_5-3	GUK1	0	598
GRM6_CCDS4442.1_ex9_5:178421583-178421606:-_5-3	GRM6	959	627
FAM71F1_CCDS5804.1_ex2_7:128359076-128359099:+_5-4	FAM71F1	1094	964
E2F2_CCDS236.1_ex5_1:23850864-23850887:+_5-2	E2F2	1010	652
ZFPM1_CCDS32502.1_ex7_16:88599099-88599122:+_5-3	ZFPM1	225	195
CYB5B_CCDS10880.2_ex0_16:69458681-69458704:+_5-2	CYB5B	156	273
GSPT2_CCDS14336.1_ex0_X:51487289-51487312:+_5-4	GSPT2	536	467
RC3H1_CCDS30940.1_ex14_1:173950006-173950029:-_5-4	RC3H1	1037	740
SPTBN1_CCDS33198.1_ex12_2:54856370-54856393:+_5-5	SPTBN1	0	1
TPM4_CCDS12338.1_ex2_19:16197325-16197348:+_5-4	TPM4	227	272
CD5_CCDS8000.1_ex2_11:60885665-60885688:+_5-1	CD5	1053	744
CLEC2D_CCDS31741.1_ex2_12:9840654-9840677:+_11-9	CLEC2D	335	340
DRD2_CCDS8361.1_ex4_11:113287584-113287607:+_5-2	DRD2	252	252
ADNP_CCDS13433.1_ex0_20:49510441-49510464:+_5-3	ADNP	138	173
LIPG_CCDS11938.1_ex4_18:47101840-47101863:-_5-5	LIPG	542	659
SLC22A18_CCDS7740.1_ex1_11:2929459-2929482:+_5-2	SLC22A18	185	282
JTB_CCDS1057.1_ex2_1:153949225-153949248:-_5-5	JTB	544	709
VSTM5_CCDS44709.1_ex2_11:93554262-93554285:+_5-2	VSTM5	483	399
OLFM3_CCDS30781.1_ex2_1:102290614-102290637:-_5-1	OLFM3	289	374
SLC35A3_CCDS60204.1_ex1_1:100459212-100459235:-_5-1	SLC35A3	46	36
LIX1_CCDS4088.1_ex3_5:96443158-96443181:-_5-3	LIX1	260	370
IL1RAPL2_CCDS14517.1_ex1_X:104440215-104440238:-_5-1	IL1RAPL2	773	603
WRB_CCDS13664.1_ex1_21:40762783-40762806:-_5-2	WRB	13	177
PMVK_CCDS1073.1_ex1_1:154898904-154898927:+_5-2	PMVK	0	352
IRAK2_CCDS33697.1_ex5_3:10255182-10255205:-_5-4	IRAK2	278	348
CSF3R_CCDS412.1_ex9_1:36937715-36937738:+_5-1	CSF3R	197	508
MIOS_CCDS43554.1_ex0_7:7612705-7612728:-_5-1	MIOS	467	459
CNTN1_CCDS58225.1_ex3_12:41316087-41316110:+_5-2	CNTN1	28	63
SLC30A8_CCDS55272.1_ex2_8:118169972-118169995:+_5-3	SLC30A8	720	741
BCL6B_CCDS42248.1_ex2_17:6927715-6927738:-_5-5	BCL6B	439	513
SHBG_CCDS11117.1_ex2_17:7534006-7534029:+_5-3	SHBG	114	296
CPSF6_CCDS8988.1_ex4_12:69651501-69651524:+_5-4	CPSF6	339	290
FBXO27_CCDS12527.1_ex3_19:39521943-39521966:-_5-2	FBXO27	215	269
OGN_CCDS6695.1_ex3_9:95155407-95155430:+_5-1	OGN	153	110
MGA_CCDS55959.1_ex0_15:41961959-41961982:+_5-2	MGA	285	257
CATSPER4_CCDS30645.1_ex5_1:26524783-26524806:-_5-5	CATSPER4	6	36
NACA_CCDS44925.2_ex8_12:57113974-57113997:+_10-6	NACA	140	350
CPM_CCDS8987.1_ex6_12:69279627-69279650:-_5-5	CPM	215	405
TRAPPC6B_CCDS41947.1_ex4_14:39628685-39628708:-_5-4	TRAPPC6B	39	62
EVA1B_CCDS406.1_ex0_1:36788052-36788075:+_5-1	EVA1B	0	0
MTNR1B_CCDS8290.1_ex1_11:92714666-92714689:-_5-2	MTNR1B	431	375
BIN3_CCDS47825.1_ex2_8:22481833-22481856:-_5-2	BIN3	361	361
