sgRNA	gene	CRISPR_C7020653.sample	ERS717283.plasmid
ADI1_CCDS1653.1_ex2_2:3517642-3517665:+_5-3	ADI1	17	53
MROH9_CCDS41436.1_ex6_1:170941002-170941025:+_5-3	MROH9	378	378
TMEM8A_CCDS10407.1_ex8_16:426786-426809:-_5-3	TMEM8A	0	0
GPATCH3_CCDS290.1_ex6_1:27226527-27226550:-_5-2	GPATCH3	739	562
ICAM5_CCDS12233.1_ex2_19:10402396-10402419:+_5-3	ICAM5	560	464
SLC12A3_CCDS10770.1_ex5_16:56904549-56904572:-_5-3	SLC12A3	315	561
CCT5_CCDS3877.1_ex3_5:10256193-10256216:+_5-4	CCT5	231	242
CDT1_CCDS32510.1_ex1_16:88871049-88871072:-_5-1	CDT1	66	426
PLEKHG3_CCDS32098.1_ex4_14:65198160-65198183:+_5-4	PLEKHG3	1063	479
DMAP1_CCDS509.1_ex3_1:44684029-44684052:-_5-3	DMAP1	206	443
CD99_CCDS14119.1_ex7_Y:2594308-2594331:-_5-3	CD99	522	639
ANKS3_CCDS10520.1_ex8_16:4752130-4752153:+_5-1	ANKS3	624	627
CPOX_CCDS2932.1_ex6_3:98312139-98312162:-_5-5	CPOX	558	420
GJB7_CCDS5008.1_ex0_6:87994380-87994403:-_5-4	GJB7	358	100
PIDD_CCDS44508.1_ex10_11:802290-802313:+_5-1	PIDD	1072	462
SLC12A7_CCDS34129.1_ex16_5:1084001-1084024:+_5-4	SLC12A7	1416	498
ZNF766_CCDS46163.1_ex2_19:52786591-52786614:-_5-1	ZNF766	386	518
SPRYD7_CCDS45046.1_ex2_13:50502143-50502166:-_5-5	SPRYD7	443	540
KIF3B_CCDS13200.1_ex0_20:30898179-30898202:-_5-2	KIF3B	70	242
EVI2A_CCDS32608.1_ex0_17:29645720-29645743:+_5-2	EVI2A	360	383
METTL5_CCDS33320.1_ex5_2:170678473-170678496:-_5-4	METTL5	226	316
IGLL5_CCDS54506.1_ex0_22:23230354-23230377:+_5-2	IGLL5	122	425
PEX5_CCDS44822.1_ex1_12:7343492-7343515:-_5-1	PEX5	117	317
SYDE2_CCDS44169.1_ex6_1:85666352-85666375:-_5-5	SYDE2	210	417
APOBEC3G_CCDS13984.1_ex2_22:39476978-39477001:-_5-3	APOBEC3G	1162	758
SYT10_CCDS8732.1_ex5_12:33579195-33579218:+_5-4	SYT10	282	455
ITGA2B_CCDS32665.1_ex17_17:42458265-42458288:+_5-2	ITGA2B	585	461
HACE1_CCDS5050.1_ex15_6:105244583-105244606:-_5-3	HACE1	15	60
PALM2_CCDS35099.1_ex6_9:112705096-112705119:+_5-5	PALM2	533	432
CIB3_CCDS12340.1_ex2_19:16279066-16279089:+_5-2	CIB3	105	526
RTFDC1_CCDS13453.1_ex1_20:55048388-55048411:+_5-1	RTFDC1	1	37
TIGD2_CCDS3633.1_ex0_4:90034758-90034781:+_5-5	TIGD2	745	434
ATP7A_CCDS35339.1_ex1_X:77244158-77244181:-_5-1	ATP7A	762	659
AK5_CCDS675.1_ex5_1:77806158-77806181:+_5-5	AK5	34	82
LIPA_CCDS7401.1_ex4_10:90984944-90984967:-_5-1	LIPA	283	375
TOPORS_CCDS56566.1_ex0_9:32543884-32543907:+_5-3	TOPORS	191	595
PCNX_CCDS9806.1_ex5_14:71443891-71443914:-_5-1	PCNX	2001	754
FAM210B_CCDS13450.1_ex2_20:54941111-54941134:+_5-5	FAM210B	453	721
SPIB_CCDS33080.1_ex5_19:50931328-50931351:+_9-9	SPIB	591	730
SLC25A18_CCDS13744.1_ex3_22:18065395-18065418:-_5-5	SLC25A18	1154	680
PIN4_CCDS14417.1_ex1_X:71406362-71406385:+_6-5	PIN4	247	321
DBNL_CCDS34622.1_ex6_7:44097741-44097764:-_5-3	DBNL	586	795
SLC35F1_CCDS34524.1_ex3_6:118588207-118588230:-_5-5	SLC35F1	1518	689
ANKRD13A_CCDS9140.1_ex4_12:110456173-110456196:+_5-2	ANKRD13A	694	447
FRA10AC1_CCDS7430.1_ex7_10:95451764-95451787:-_5-2	FRA10AC1	0	0
UBE2Q2_CCDS10286.1_ex5_15:76168558-76168581:+_6-6	UBE2Q2	30	120
SUDS3_CCDS44993.1_ex0_12:118814621-118814644:-_5-1	SUDS3	1331	1001
SDHAF2_CCDS8007.1_ex2_11:61205540-61205563:+_5-5	SDHAF2	309	207
EIF4EBP3_CCDS4226.1_ex1_5:139928540-139928563:-_5-5	EIF4EBP3	104	467
NBEA_CCDS45026.1_ex49_13:36220444-36220467:+_10-10	NBEA	649	707
TRIM56_CCDS43625.1_ex0_7:100730760-100730783:-_5-1	TRIM56	1396	788
FHL1_CCDS14655.1_ex1_X:135289280-135289303:+_5-4	FHL1	429	365
VHL_CCDS2597.1_ex0_3:10183786-10183809:-_5-4	VHL	196	415
C1orf27_CCDS53448.1_ex1_1:186352146-186352169:+_5-1	C1orf27	84	92
CST8_CCDS13156.1_ex0_20:23472524-23472547:-_5-3	CST8	517	453
LGALS2_CCDS13950.1_ex1_22:37966635-37966658:-_5-1	LGALS2	486	434
CCAR1_CCDS60547.1_ex11_10:70516044-70516067:+_5-5	CCAR1	2891	1292
ACTR1A_CCDS7536.1_ex6_10:104245456-104245479:+_5-3	ACTR1A	388	372
ACRC_CCDS35326.1_ex6_X:70824339-70824362:-_5-5	ACRC	326	394
DOK1_CCDS1954.1_ex3_2:74783172-74783195:+_5-1	DOK1	777	912
FAM154A_CCDS6487.1_ex1_9:18941763-18941786:+_5-5	FAM154A	906	553
CHTF8_CCDS42185.1_ex0_16:69154524-69154547:+_5-2	CHTF8	755	387
SYT5_CCDS12919.1_ex4_19:55687157-55687180:+_5-3	SYT5	502	604
FOXP3_CCDS14323.1_ex7_X:49113442-49113465:-_5-4	FOXP3	412	444
BCL3_CCDS12642.2_ex2_19:45259494-45259517:-_5-4	BCL3	490	347
C8A_CCDS606.1_ex5_1:57349240-57349263:+_5-4	C8A	544	371
RPP25_CCDS10274.1_ex0_15:75248606-75248629:-_5-3	RPP25	301	160
AAR2_CCDS13273.1_ex0_20:34827975-34827998:+_5-3	AAR2	489	384
RNF208_CCDS7037.2_ex0_9:140115435-140115458:-_5-4	RNF208	204	279
COL22A1_CCDS6376.1_ex58_8:139833602-139833625:-_5-1	COL22A1	830	458
LELP1_CCDS30869.1_ex0_1:153177323-153177346:-_5-3	LELP1	263	302
FABP6_CCDS43393.1_ex3_5:159659183-159659206:+_6-5	FABP6	1039	725
LSM14B_CCDS46626.1_ex2_20:60701387-60701410:-_5-2	LSM14B	1439	615
SERPINB8_CCDS11991.1_ex1_18:61647029-61647052:-_13-1	SERPINB8	32	32
NMNAT1_CCDS108.1_ex0_1:10032228-10032251:+_5-1	NMNAT1	197	227
PIP5K1C_CCDS32872.1_ex11_19:3653459-3653482:+_5-1	PIP5K1C	626	557
MFAP5_CCDS8595.1_ex2_12:8803131-8803154:-_5-3	MFAP5	465	835
ST8SIA6_CCDS31158.1_ex6_10:17495556-17495579:-_5-5	ST8SIA6	322	340
ACP2_CCDS44583.1_ex1_11:47269221-47269244:+_5-2	ACP2	1114	744
KCNE2_CCDS13635.1_ex0_21:35742884-35742907:-_5-1	KCNE2	607	704
DCST1_CCDS1083.1_ex4_1:155012988-155013011:+_5-2	DCST1	1555	537
LMO3_CCDS58210.1_ex1_12:16713378-16713401:+_6-1	LMO3	154	166
C5AR1_CCDS33063.1_ex1_19:47823200-47823223:-_5-1	C5AR1	1093	534
ZNF185_CCDS69832.1_ex0_X:152110368-152110391:-_10-7	ZNF185	555	504
MRPL23_CCDS31336.1_ex1_11:1972227-1972250:+_5-1	MRPL23	301	588
C4orf6_CCDS3381.1_ex0_4:5527205-5527228:-_4-4	C4orf6	398	539
CXorf23_CCDS14194.2_ex9_X:19984427-19984450:-_5-3	CXorf23	132	89
NETO1_CCDS12000.1_ex4_18:70461395-70461418:-_5-3	NETO1	462	543
PAQR6_CCDS1135.1_ex2_1:156214925-156214948:+_5-1	PAQR6	67	144
TMEM244_CCDS34536.1_ex1_6:130154709-130154732:-_5-3	TMEM244	21	78
FBXL12_CCDS12218.1_ex0_19:9922350-9922373:-_5-3	FBXL12	285	340
SNRNP200_CCDS2020.1_ex34_2:96963155-96963178:-_5-3	SNRNP200	286	539
CACUL1_CCDS41570.1_ex8_10:120514070-120514093:+_5-5	CACUL1	1014	602
PYROXD2_CCDS7474.1_ex9_10:100155197-100155220:-_5-3	PYROXD2	1090	932
TMEM199_CCDS11228.1_ex1_17:26685972-26685995:+_5-2	TMEM199	11	167
MREG_CCDS46513.1_ex3_2:216861055-216861078:+_5-3	MREG	81	17
SELM_CCDS43003.1_ex2_22:31501656-31501679:-_5-2	SELM	1059	639
SMUG1_CCDS58239.1_ex2_12:54577573-54577596:+_5-5	SMUG1	522	430
LNPEP_CCDS4087.1_ex1_5:96314969-96314992:+_5-1	LNPEP	688	1078
RCN1_CCDS7876.1_ex1_11:32118865-32118888:-_5-3	RCN1	0	5
LIN28B_CCDS34504.1_ex2_6:105474190-105474213:+_5-3	LIN28B	10	21
QRFP_CCDS6936.1_ex0_9:133769130-133769153:-_5-5	QRFP	559	455
IFI35_CCDS11450.1_ex2_17:41165066-41165089:-_5-1	IFI35	67	161
TMCC2_CCDS30984.1_ex2_1:205238065-205238088:+_5-4	TMCC2	185	319
TPP2_CCDS9502.1_ex0_13:103249474-103249497:+_5-1	TPP2	479	552
DSCAM_CCDS42929.1_ex26_21:41711164-41711187:-_5-4	DSCAM	568	514
SLC22A3_CCDS5277.1_ex0_6:160769546-160769569:+_5-1	SLC22A3	1041	851
PLXNB3_CCDS14729.1_ex12_X:153036942-153036965:+_5-5	PLXNB3	2199	646
TBPL1_CCDS5168.1_ex3_6:134305564-134305587:-_5-4	TBPL1	79	180
FSCN3_CCDS34746.1_ex1_7:127235400-127235423:-_5-1	FSCN3	452	510
SAFB2_CCDS32879.1_ex12_19:5610037-5610060:-_5-3	SAFB2	1024	386
CTTNBP2NL_CCDS845.1_ex3_1:112998652-112998675:-_5-2	CTTNBP2NL	698	288
RNF168_CCDS3317.1_ex5_3:196229821-196229844:-_5-2	RNF168	112	364
FAM102B_CCDS30786.2_ex5_1:109167270-109167293:-_5-5	FAM102B	8	57
DCAF4L1_CCDS33978.1_ex0_4:41984368-41984391:-_5-5	DCAF4L1	1344	363
RALGAPA2_CCDS46584.1_ex28_20:20601108-20601131:-_5-5	RALGAPA2	470	342
NR4A3_CCDS6742.1_ex1_9:102590502-102590525:-_5-2	NR4A3	512	688
SNURF_CCDS10016.1_ex2_15:25213091-25213114:-_4-4	SNURF	502	436
GUF1_CCDS3468.1_ex0_4:44680763-44680786:-_5-1	GUF1	592	528
SEC24D_CCDS3710.1_ex15_4:119718936-119718959:+_5-3	SEC24D	588	413
ZMAT1_CCDS35348.1_ex3_X:101153125-101153148:-_5-5	ZMAT1	168	310
ZNF439_CCDS12268.1_ex2_19:11978335-11978358:+_4-2	ZNF439	188	343
HIST1H2BD_CCDS4587.1_ex0_6:26158535-26158558:+_5-2	HIST1H2BD	43	709
ZNF768_CCDS10681.2_ex0_16:30537189-30537212:+_5-5	ZNF768	137	433
RAP1A_CCDS840.1_ex2_1:112240093-112240116:+_5-1	RAP1A	180	328
IMPG1_CCDS4985.1_ex7_6:76715114-76715137:-_5-2	IMPG1	225	371
THRA_CCDS11360.1_ex4_17:38240866-38240889:+_5-3	THRA	244	450
EIF3G_CCDS12227.1_ex4_19:10227543-10227566:-_5-1	EIF3G	211	310
DERL1_CCDS47915.1_ex6_8:124042843-124042866:-_5-4	DERL1	214	164
HIST1H3C_CCDS4576.1_ex0_6:26045748-26045771:+_5-1	HIST1H3C	963	891
EHHADH_CCDS33901.1_ex1_3:184922246-184922269:-_5-3	EHHADH	617	630
DIO1_CCDS30722.1_ex0_1:54359982-54360005:-_11-1	DIO1	1034	664
MYEOV2_CCDS2532.1_ex3_2:241073350-241073373:+_7-3	MYEOV2	0	77
SPHK1_CCDS11744.1_ex5_17:74383051-74383074:+_5-3	SPHK1	303	522
CCDC93_CCDS2121.2_ex14_2:118732427-118732450:-_5-2	CCDC93	427	479
LRRC27_CCDS31316.1_ex0_10:134147164-134147187:-_5-1	LRRC27	192	364
ARHGAP20_CCDS31673.1_ex8_11:110482027-110482050:+_5-4	ARHGAP20	91	70
STEAP3_CCDS2125.1_ex0_2:120003263-120003286:+_5-2	STEAP3	116	387
C6orf1_CCDS4790.1_ex0_6:34214495-34214518:-_5-1	C6orf1	1868	835
ZNF521_CCDS32806.1_ex4_18:22806824-22806847:+_5-3	ZNF521	228	422
ALOX12_CCDS11084.1_ex6_17:6903713-6903736:+_5-4	ALOX12	177	167
MOB3C_CCDS539.1_ex2_1:47078691-47078714:+_5-1	MOB3C	497	500
OGFOD3_CCDS11811.1_ex4_17:80364307-80364330:+_5-1	OGFOD3	489	630
KRTAP4-2_CCDS11384.1_ex0_17:39334222-39334245:+_5-2	KRTAP4-2	10	356
NDUFA4L2_CCDS8935.1_ex1_12:57629544-57629567:+_5-1	NDUFA4L2	1352	1553
GPBP1_CCDS34162.1_ex5_5:56542962-56542985:-_5-3	GPBP1	418	343
SDC2_CCDS6272.1_ex3_8:97620612-97620635:+_5-5	SDC2	47	313
TRIM49D1_CCDS60930.1_ex4_11:89650073-89650096:+_5-2	TRIM49D1	23	137
PLCH1_CCDS33881.1_ex17_3:155301406-155301429:-_5-4	PLCH1	219	198
ZNF155_CCDS12634.1_ex3_19:44500452-44500475:-_5-3	ZNF155	504	725
SCAPER_CCDS53961.1_ex23_15:77067194-77067217:-_5-5	SCAPER	150	207
RASD1_CCDS11185.1_ex1_17:17399344-17399367:-_5-4	RASD1	918	1000
PPFIA2_CCDS55850.1_ex5_12:81675136-81675159:+_9-1	PPFIA2	101	223
APOOL_CCDS48138.1_ex2_X:84306445-84306468:-_5-2	APOOL	229	321
TRMT61B_CCDS1768.1_ex6_2:29092563-29092586:-_5-2	TRMT61B	851	768
WDR87_CCDS46063.1_ex0_19:38380796-38380819:-_5-2	WDR87	470	393
MUC17_CCDS34711.1_ex2_7:100675533-100675556:+_5-5	MUC17	1572	629
KIAA0430_CCDS10562.2_ex24_16:15729992-15730015:+_5-5	KIAA0430	363	407
CALML6_CCDS30566.1_ex3_1:1848192-1848215:+_5-4	CALML6	142	264
LRWD1_CCDS34715.1_ex1_7:102106404-102106427:+_5-1	LRWD1	708	473
IL18BP_CCDS44666.1_ex1_11:71711596-71711619:-_7-5	IL18BP	465	458
SPAG16_CCDS2396.1_ex2_2:214162026-214162049:+_5-4	SPAG16	41	155
ZNF700_CCDS32915.1_ex1_19:12058113-12058136:-_5-1	ZNF700	0	18
DGAT2L6_CCDS14397.1_ex3_X:69420207-69420230:-_5-3	DGAT2L6	260	441
ZNF771_CCDS45460.1_ex0_16:30419497-30419520:-_5-1	ZNF771	1035	429
ZIM2_CCDS33123.1_ex6_19:57334189-57334212:-_4-4	ZIM2	684	449
KRT79_CCDS8839.1_ex8_12:53227620-53227643:-_5-4	KRT79	885	357
KIF17_CCDS213.1_ex8_1:21016717-21016740:-_5-1	KIF17	398	336
CTTNBP2_CCDS5774.1_ex19_7:117431663-117431686:+_5-1	CTTNBP2	395	634
SF3B2_CCDS31612.1_ex5_11:65824391-65824414:-_5-4	SF3B2	125	289
EXOC3L1_CCDS10832.1_ex9_16:67221218-67221241:+_5-1	EXOC3L1	1383	906
MKI67_CCDS53588.1_ex6_10:129910571-129910594:+_5-4	MKI67	1109	567
PPM1A_CCDS45120.1_ex1_14:60749863-60749886:+_5-5	PPM1A	7	64
MLPH_CCDS2518.1_ex2_2:238419679-238419702:-_5-3	MLPH	295	278
MLF1_CCDS3182.1_ex3_3:158315933-158315956:+_9-4	MLF1	145	255
TICAM2_CCDS4119.1_ex0_5:114916809-114916832:+_5-5	TICAM2	141	127
NEURL1_CCDS7551.1_ex3_10:105344396-105344419:+_5-5	NEURL1	3926	1318
ZNF813_CCDS46172.1_ex2_19:53994598-53994621:+_5-5	ZNF813	31	71
LMBRD1_CCDS4969.1_ex14_6:70500312-70500335:-_5-5	LMBRD1	224	408
ZDHHC4_CCDS5352.1_ex2_7:6621873-6621896:-_5-5	ZDHHC4	452	501
OGG1_CCDS2576.1_ex0_3:9792087-9792110:-_5-1	OGG1	152	324
THSD4_CCDS10238.2_ex7_15:72020991-72021014:+_5-4	THSD4	275	437
ABHD2_CCDS10348.1_ex2_15:89698746-89698769:-_5-5	ABHD2	291	402
STAT3_CCDS32656.1_ex14_17:40485688-40485711:+_5-1	STAT3	201	310
DDX25_CCDS44766.1_ex6_11:125780355-125780378:-_5-4	DDX25	156	130
CCNL1_CCDS3178.1_ex10_3:156877694-156877717:-_5-3	CCNL1	131	482
DBH_CCDS6977.2_ex0_9:136501747-136501770:-_5-1	DBH	163	283
FAM227B_CCDS32237.1_ex10_15:49869842-49869865:+_5-3	FAM227B	160	253
NFKBIE_CCDS34463.1_ex5_6:44233331-44233354:-_5-5	NFKBIE	723	1076
MYT1L_CCDS46222.1_ex14_2:1920994-1921017:+_5-2	MYT1L	276	580
HAS2_CCDS6335.1_ex2_8:122641456-122641479:+_5-5	HAS2	31	25
KRT78_CCDS8840.1_ex8_12:53242411-53242434:+_5-5	KRT78	476	272
CD28_CCDS2361.1_ex2_2:204594405-204594428:-_9-5	CD28	224	186
CYTH3_CCDS5346.1_ex10_7:6227291-6227314:-_5-5	CYTH3	54	176
KIAA0391_CCDS32063.1_ex0_14:35592877-35592900:+_11-3	KIAA0391	187	544
EVA1A_CCDS1959.1_ex0_2:75720511-75720534:+_5-2	EVA1A	620	446
SMDT1_CCDS14031.1_ex0_22:42475887-42475910:+_5-2	SMDT1	611	1020
TMEM242_CCDS43519.1_ex2_6:157743735-157743758:-_5-3	TMEM242	53	100
AKAP14_CCDS14591.1_ex3_X:119053879-119053902:+_7-7	AKAP14	129	89
IL22RA2_CCDS5182.1_ex3_6:137477946-137477969:-_7-5	IL22RA2	262	347
SCG2_CCDS2457.1_ex0_2:224463457-224463480:+_5-2	SCG2	61	166
CEBPD_CCDS6142.1_ex0_8:48650538-48650561:+_5-5	CEBPD	635	631
KATNA1_CCDS5217.1_ex7_6:149944329-149944352:+_5-2	KATNA1	341	291
ZMYM5_CCDS31942.1_ex3_13:20426096-20426119:+_6-4	ZMYM5	77	158
HNRNPUL1_CCDS12576.1_ex4_19:41782086-41782109:+_5-2	HNRNPUL1	464	404
USP28_CCDS31680.1_ex15_11:113700006-113700029:+_5-3	USP28	51	51
C14orf177_CCDS9948.1_ex0_14:99182651-99182674:-_5-2	C14orf177	592	268
SLC1A2_CCDS31459.1_ex7_11:35333956-35333979:-_5-3	SLC1A2	1142	573
SYTL5_CCDS14244.1_ex5_X:37948710-37948733:+_5-4	SYTL5	255	183
GSKIP_CCDS32153.1_ex0_14:96848766-96848789:+_5-3	GSKIP	136	152
EGFLAM_CCDS3924.1_ex7_5:38407188-38407211:-_13-4	EGFLAM	1050	624
PRR4_CCDS41756.1_ex0_12:10999687-10999710:+_9-1	PRR4	1146	804
VSX2_CCDS9827.1_ex0_14:74706603-74706626:-_5-3	VSX2	335	404
C8orf86_CCDS6108.1_ex1_8:38374005-38374028:-_5-2	C8orf86	130	181
HYAL1_CCDS2816.1_ex2_3:50340198-50340221:-_15-15	HYAL1	210	417
ADM5_CCDS46146.1_ex1_19:50193425-50193448:-_5-3	ADM5	129	460
SAR1A_CCDS7298.1_ex1_10:71913664-71913687:+_5-1	SAR1A	4	28
PDCD2L_CCDS12438.1_ex0_19:34895409-34895432:+_5-1	PDCD2L	287	659
CCDC61_CCDS46120.2_ex3_19:46511457-46511480:+_5-4	CCDC61	394	490
NOL6_CCDS6543.1_ex23_9:33472048-33472071:-_5-4	NOL6	513	743
TRMT2A_CCDS13774.1_ex10_22:20103762-20103785:+_5-4	TRMT2A	640	428
B3GNT1_CCDS8136.1_ex1_11:66114415-66114438:+_5-1	B3GNT1	19	619
FAM53A_CCDS33939.1_ex1_4:1657064-1657087:+_5-1	FAM53A	394	533
MRPS31_CCDS9372.1_ex6_13:41345146-41345169:-_5-5	MRPS31	1282	492
FANCE_CCDS4805.1_ex1_6:35423545-35423568:-_5-2	FANCE	299	741
KLHL20_CCDS1310.1_ex1_1:173702945-173702968:-_5-1	KLHL20	200	651
SPATC1L_CCDS13732.1_ex1_21:47581828-47581851:-_5-1	SPATC1L	546	270
GPATCH2L_CCDS9848.1_ex0_14:76621070-76621093:+_5-4	GPATCH2L	1062	886
PTBP2_CCDS754.1_ex7_1:97250602-97250625:+_5-4	PTBP2	211	365
MACC1_CCDS5369.1_ex2_7:20199473-20199496:-_5-4	MACC1	570	336
HHIPL2_CCDS1530.2_ex7_1:222717044-222717067:-_5-1	HHIPL2	685	737
SLC25A31_CCDS3733.1_ex0_4:128651871-128651894:+_5-1	SLC25A31	398	320
BSPH1_CCDS46135.1_ex1_19:48480678-48480701:+_5-1	BSPH1	1080	635
PNKD_CCDS2411.1_ex1_2:219136159-219136182:+_10-2	PNKD	87	403
BCL2L14_CCDS8645.1_ex0_12:12232424-12232447:+_5-2	BCL2L14	231	418
CCSAP_CCDS1577.1_ex2_1:229477946-229477969:+_5-2	CCSAP	185	671
ECE1_CCDS215.1_ex15_1:21599176-21599199:+_5-5	ECE1	309	519
RAB35_CCDS41846.1_ex2_12:120536920-120536943:+_5-2	RAB35	315	388
HIST1H4J_CCDS4630.1_ex0_6:27792039-27792062:+_5-3	HIST1H4J	1586	1631
SLC5A11_CCDS10625.1_ex5_16:24888657-24888680:-_5-3	SLC5A11	298	292
CBY1_CCDS13974.1_ex1_22:39066929-39066952:+_5-2	CBY1	109	343
CLSPN_CCDS396.1_ex22_1:36230192-36230215:-_5-5	CLSPN	548	923
CD5L_CCDS1171.1_ex2_1:157804421-157804444:+_5-2	CD5L	503	309
FZD4_CCDS8279.1_ex0_11:86663430-86663453:+_5-4	FZD4	0	3
NUDT15_CCDS9407.1_ex1_13:48615170-48615193:+_5-5	NUDT15	0	0
GOPC_CCDS34523.1_ex7_6:117923168-117923191:-_5-4	GOPC	89	337
C16orf97_CCDS58461.1_ex2_16:52061256-52061279:+_5-2	C16orf97	133	451
RHBDD2_CCDS43602.1_ex1_7:75511509-75511532:-_5-1	RHBDD2	54	202
SLC24A3_CCDS13140.1_ex3_20:19560645-19560668:+_5-3	SLC24A3	45	175
TRIM33_CCDS872.1_ex14_1:114973493-114973516:-_5-4	TRIM33	0	45
MKRN1_CCDS47725.1_ex2_7:140159498-140159521:+_5-2	MKRN1	658	314
KRR1_CCDS9012.1_ex8_12:75902195-75902218:-_5-5	KRR1	232	323
KCNMB1_CCDS4373.1_ex0_5:169805932-169805955:-_5-1	KCNMB1	266	495
CD7_CCDS11807.1_ex2_17:80274665-80274688:+_5-1	CD7	715	641
ZNF284_CCDS46099.1_ex3_19:44590151-44590174:+_5-1	ZNF284	35	32
URM1_CCDS48035.1_ex1_9:131140366-131140389:-_8-2	URM1	440	830
MTR_CCDS1614.1_ex1_1:236966871-236966894:-_5-2	MTR	449	747
CD34_CCDS31011.1_ex5_1:208072313-208072336:-_5-1	CD34	199	237
OXSM_CCDS2643.1_ex0_3:25832940-25832963:+_5-3	OXSM	96	183
LRRC55_CCDS31539.1_ex0_11:56949575-56949598:-_5-1	LRRC55	838	471
CIR1_CCDS2256.1_ex7_2:175246442-175246465:-_5-5	CIR1	289	524
VSIG8_CCDS30913.1_ex4_1:159828056-159828079:+_5-4	VSIG8	246	291
TMOD1_CCDS6726.1_ex1_9:100308517-100308540:-_5-1	TMOD1	421	550
CUL1_CCDS34772.1_ex7_7:148464736-148464759:+_5-5	CUL1	508	677
VPS33B_CCDS10369.1_ex21_15:91561047-91561070:+_5-5	VPS33B	223	293
UTP6_CCDS11269.1_ex15_17:30221694-30221717:-_5-4	UTP6	136	269
ABLIM3_CCDS4294.1_ex9_5:148617060-148617083:+_5-4	ABLIM3	0	31
GPCPD1_CCDS13090.1_ex15_20:5566838-5566861:+_5-3	GPCPD1	74	163
TOP3B_CCDS13797.1_ex12_22:22324627-22324650:-_5-4	TOP3B	750	430
ADAD2_CCDS10944.1_ex0_16:84225188-84225211:-_5-2	ADAD2	3110	840
TNFSF13_CCDS11111.1_ex3_17:7463432-7463455:+_5-3	TNFSF13	322	404
PTPLB_CCDS46895.1_ex6_3:123303745-123303768:+_5-5	PTPLB	1563	827
CA8_CCDS6174.1_ex6_8:61192330-61192353:+_5-4	CA8	270	527
AAK1_CCDS1893.2_ex20_2:69870036-69870059:-_5-5	AAK1	437	537
CXorf27_CCDS43929.1_ex0_X:37850190-37850213:-_5-1	CXorf27	1067	600
RGS13_CCDS1376.1_ex1_1:192617085-192617108:-_5-1	RGS13	0	31
ATP6V1B1_CCDS1912.1_ex4_2:71186164-71186187:+_5-4	ATP6V1B1	414	398
DMD_CCDS14233.1_ex67_X:32632418-32632441:-_16-14	DMD	84	115
ATP8A1_CCDS3466.1_ex26_4:42581857-42581880:+_5-3	ATP8A1	197	160
FAM91A1_CCDS6346.2_ex5_8:124790950-124790973:+_5-1	FAM91A1	79	591
ZNF574_CCDS12596.1_ex0_19:42583605-42583628:-_5-4	ZNF574	407	594
ZNF276_CCDS10986.1_ex0_16:89789212-89789235:-_5-1	ZNF276	378	376
PCSK9_CCDS603.1_ex3_1:55517996-55518019:+_5-4	PCSK9	156	292
ARHGEF25_CCDS44931.1_ex2_12:58006715-58006738:-_5-1	ARHGEF25	492	437
HTR1F_CCDS2920.1_ex0_3:88040227-88040250:-_5-2	HTR1F	145	143
APLP2_CCDS44773.1_ex2_11:129980475-129980498:+_5-4	APLP2	45	185
DAAM2_CCDS54999.1_ex6_6:39838172-39838195:-_5-5	DAAM2	704	600
ASCL5_CCDS59202.1_ex0_1:201084196-201084219:-_5-1	ASCL5	487	496
PCDH17_CCDS31986.1_ex0_13:58207728-58207751:-_5-4	PCDH17	586	402
CXCR5_CCDS8402.1_ex1_11:118764506-118764529:-_5-2	CXCR5	303	313
MYADM_CCDS12866.1_ex0_19:54377147-54377170:-_5-2	MYADM	126	228
CD40_CCDS13393.1_ex3_20:44751352-44751375:+_5-4	CD40	1532	845
TCFL5_CCDS13506.1_ex3_20:61490714-61490737:-_5-1	TCFL5	23	175
PRKAR1B_CCDS34579.1_ex8_7:720254-720277:+_5-5	PRKAR1B	578	659
IPO8_CCDS53773.1_ex13_12:30818679-30818702:+_5-3	IPO8	99	290
GPR171_CCDS3155.1_ex0_3:150916787-150916810:-_5-3	GPR171	64	77
POLR3A_CCDS7354.1_ex15_10:79764636-79764659:-_5-1	POLR3A	75	627
HERC5_CCDS3630.1_ex0_4:89378606-89378629:+_5-1	HERC5	275	415
EFCAB1_CCDS47853.1_ex2_8:49642331-49642354:+_5-2	EFCAB1	269	325
DCST2_CCDS1082.2_ex8_1:155002637-155002660:-_5-1	DCST2	969	793
ACOX1_CCDS11734.1_ex10_17:73953617-73953640:+_5-4	ACOX1	236	428
SPANXD_CCDS14675.1_ex0_X:140785713-140785736:-_2-1	SPANXD	58	306
STAU2_CCDS55244.1_ex5_8:74515964-74515987:+_5-1	STAU2	249	579
CHRNE_CCDS11058.1_ex5_17:4804372-4804395:-_5-1	CHRNE	1476	980
BARD1_CCDS2397.1_ex7_2:215645897-215645920:-_5-3	BARD1	5	119
C17orf53_CCDS11477.1_ex2_17:42226114-42226137:-_5-5	C17orf53	152	485
BTK_CCDS14482.1_ex11_X:100615561-100615584:+_5-1	BTK	963	882
BOLA3_CCDS33224.1_ex0_2:74362753-74362776:-_6-1	BOLA3	56	108
PCDHB15_CCDS4257.1_ex0_5:140625921-140625944:-_5-4	PCDHB15	272	219
LOXL2_CCDS34864.1_ex11_8:23217601-23217624:-_5-3	LOXL2	218	188
